141181,孝义市,孝义市,山西,141100,032208
141182,汾阳市,汾阳市,山西,141100,032200
141183,其它区,其它区,山西,141100,
150000,内蒙古自治区,内蒙古,内蒙古,1,
150100,呼和浩特市,呼和浩特,内蒙古,150000,010000
150102,新城区,新城区,内蒙古,150100,010050
150103,回民区,回民区,内蒙古,150100,010030
150104,玉泉区,玉泉区,内蒙古,150100,010020
150105,赛罕区,赛罕区,内蒙古,150100,010020
150121,土默特左旗,土默特左旗,内蒙古,150100,010100
150122,托克托县,托克托县,内蒙古,150100,010200
150123,和林格尔县,和林格尔县,内蒙古,150100,011500
150124,清水河县,清水河县,内蒙古,150100,011600
150125,武川县,武川县,内蒙古,150100,011700
150126,其它区,其它区,内蒙古,150100,
150200,包头市,包头,内蒙古,150000,014000
150202,东河区,东河区,内蒙古,150200,014040
150203,昆都仑区,昆都仑区,内蒙古,150200,014010
150204,青山区,青山区,内蒙古,150200,014030
150205,石拐区,石拐区,内蒙古,150200,014070
150206,白云矿区,白云矿区,内蒙古,150200,014080
150207,九原区,九原区,内蒙古,150200,014060
150221,土默特右旗,土默特右旗,内蒙古,150200,014100
150222,固阳县,固阳县,内蒙古,150200,014200
150223,达尔罕茂明安联合旗,达尔罕茂明安联合旗,内蒙古,150200,014500
150224,其它区,其它区,内蒙古,150200,
150300,乌海市,乌海,内蒙古,150000,016000
150302,海勃湾区,海勃湾区,内蒙古,150300,016000
150303,海南区,海南区,内蒙古,150300,016030
150304,乌达区,乌达区,内蒙古,150300,016040
150305,其它区,其它区,内蒙古,150300,
150400,赤峰市,赤峰,内蒙古,150000,024000
150402,红山区,红山区,内蒙古,150400,024020
150403,元宝山区,元宝山区,内蒙古,150400,024076
150404,松山区,松山区,内蒙古,150400,024005
150421,阿鲁科尔沁旗,阿鲁科尔沁旗,内蒙古,150400,025550
150422,巴林左旗,巴林左旗,内蒙古,150400,025450
150423,巴林右旗,巴林右旗,内蒙古,150400,025150
150424,林西县,林西县,内蒙古,150400,025250
150425,克什克腾旗,克什克腾旗,内蒙古,150400,025350
150426,翁牛特旗,翁牛特旗,内蒙古,150400,024500
150428,喀喇沁旗,喀喇沁旗,内蒙古,150400,024400
150429,宁城县,宁城县,内蒙古,150400,024200
150430,敖汉旗,敖汉旗,内蒙古,150400,024300
150431,其它区,其它区,内蒙古,150400,
150500,通辽市,通辽,内蒙古,150000,028000
150502,科尔沁区,科尔沁区,内蒙古,150500,028000
150521,科尔沁左翼中旗,科尔沁左翼中旗,内蒙古,150500,029300
150522,科尔沁左翼后旗,科尔沁左翼后旗,内蒙古,150500,028100
150523,开鲁县,开鲁县,内蒙古,150500,028400
150524,库伦旗,库伦旗,内蒙古,150500,028200
150525,奈曼旗,奈曼旗,内蒙古,150500,028300
150526,扎鲁特旗,扎鲁特旗,内蒙古,150500,029100
